Chapter 15: Machinery and Large-Scale Industry 1.	DREIZEHNTES KAPITEL.	ch15_clean.en-ch15_clean.de
717). ‘Are they very anxious to see the law enforced?’ ‘The majority are’ (n.	"Sind sie ängstlich für Durchführung des Gesetzes? - Die große Mehrzahl." (n. 720.)	ch15_clean.en-ch15_clean.de
718). ‘Do you think that in this country any law that you pass… can really be effectual unless the population themselves assist in putting it into operation?’ ‘Many a man might wish to object to employing a boy, but he would perhaps become marked by it’ (n. 720).	"Warum denn erzwingen sie seine Durchführung nicht? - Mancher Arbeiter wünscht, Jungen ohne Schulzertifikat zu verweigern, aber er wird ein gezeichneter Mann (a market man)." (n. 721.).	ch15_clean.en-ch15_clean.de
‘Marked by whom?’ ‘By the employers’ (n.	"Gezeichnet durch wen? - Durch seinen Anwender." (n. 722.)	ch15_clean.en-ch15_clean.de
721). ‘Do you think that the employers would find any fault with a man who obeyed the law…?’ ‘I believe they would’ (n. 722).	"Ihr glaubt doch nicht etwa, daß die Anwender einen Mann wegen Gehorsams gegen das Gesetz verfolgen würden? - Ich glaube, sie würden es tun." (n. 723.)	ch15_clean.en-ch15_clean.de
‘Have you ever heard of any workman objecting to employ a boy between 10 and 12, who could not write or read?’ ‘It is not left to men’s option’ (n.	"Warum verweigern die Arbeiter nicht, solche Jungen anzuwenden? - Es ist nicht ihrer Wahl überlassen." (n. 1634.)	ch15_clean.en-ch15_clean.de
123). ‘Would you call for the interference of Parliament?’ ‘I think that if anything effectual is to be done in the education of the colliers’ children, it will have to be made compulsory by Act of Parliament’ (n.	"Ihr verlangt Parlamentsintervention? - Wenn irgend etwas Wirksames für die Erziehung der Kinder der Grubenarbeiter geschehen soll, so muß sie durch Parlamentsakt zwangsmäßig gemacht werden." (n. 1636.)	ch15_clean.en-ch15_clean.de
1634). ‘Would you lay that obligation upon the colliers only, or all the workpeople of Great Britain?’ ‘I came to speak for the colliers’ (n. 1636).	"Soll das für die Kinder aller Arbeiter von Großbritannien gelten oder nur für Grubenarbeiter? - Ich bin hier, um im Namen der Grubenarbeiter zu sprechen." (n. 1638.)	ch15_clean.en-ch15_clean.de
‘Why should you distinguish them’ (the colliery boys) ‘from other boys?’ ‘Because I think they are an exception to the rule’ (n. 1638).	"Warum Grubenkinder von andren unterscheiden? - Weil sie eine Ausnahme von der Regel bilden." (n. 1639.)	ch15_clean.en-ch15_clean.de
‘In what respect?’ ‘In a physical respect’ (n.	"In welcher Hinsicht? - In physischer." (n. 1640.)	ch15_clean.en-ch15_clean.de
1639). ‘Why should education be more valuable to them than to other classes of lads?’ ‘I do not know that it is more valuable; but through the over-exertion in mines there is less chance for the boys that are employed there to get education, either at Sunday schools, or at day schools’ (n. 1640).	"Warum sollte Erziehung für sie wertvoller sein als für Knaben von andern Klassen? - Ich sage nicht, daß sie wertvoller für sie ist, aber wegen ihrer Überarbeitung in den Minen haben sie weniger Chancen für Erziehung in Tags- und Sonntagsschulen." (n. 1644.)	ch15_clean.en-ch15_clean.de
‘It is impossible to look at a question of this sort absolutely by itself?’ (n. 1644).	"Nicht wahr, es ist unmöglich, Fragen dieser Art absolut zu behandeln?" (n. 1646.)	ch15_clean.en-ch15_clean.de
‘Is there a suffciency of schools?’ ‘No’ (n.	"Sind genug Schulen in den Distrikten? - Nein." (n. 1647.)	ch15_clean.en-ch15_clean.de
1646). ‘If the State were to require that every child should be sent to school, would there be schools for the children to go to?’ ‘No; but I think if the circumstances were to spring up, the schools would be forthcoming’ (n. 1647).	"Wenn der Staat verlangte, daß jedes Kind zur Schule geschickt, wo sollen denn die Schulen für alle die Kinder herkommen? - Ich glaube, sobald es die Umstände gebieten, werden die Schulen von selbst entspringen."	ch15_clean.en-ch15_clean.de
‘Some of them’ (the boys) ‘cannot read and write at all, I suppose?’ ‘The majority cannot… The majority of the men themselves cannot’ (n. 705,725).	"Die große Mehrzahl nicht nur der Kinder, sondern der erwachsnen Minenarbeiter kann weder schreiben noch lesen." (n. 705, 726.) 3. Weiberarbeit.	ch15_clean.en-ch15_clean.de
3. Employment of women. Since 1842, women are no longer employed underground, but occupied on the surface in loading the coal, etc., in drawing the tubs to the canals and railway wagons, in sorting, etc.	Arbeiterinnen werden zwar seit 1842 nicht mehr unter, wohl aber über der Erde zum Aufladen der Kohlen usw., Schleppen der Kufen zu den Kanälen und Eisenbahnwagen, Sortieren der Kohlen usw. verbraucht.	ch15_clean.en-ch15_clean.de
The numbers have increased considerably during the past three or four years (n.	Ihre Anwendung hat sehr zugenommen in den letzten 3-4 Jahren. (n. 1727.)	ch15_clean.en-ch15_clean.de
1727). They are mostly the wives, daughters and widows of colliers, and their ages range from 12 to 50 or 60 years (n. 645, 1779).	Es sind meist Weiber, Töchter und Witwen von Grubenarbeitern, vom 12. bis zum 50. und 60. Jahre. (n. 647, 1779, 1781.) (n. 648.)	ch15_clean.en-ch15_clean.de
‘What is the feeling among the working miners as to the employment of women?’ ‘I think they generally condemn it’ (n.	"Was denken die Minenarbeiter von Beschäftigung von Weibern bei Bergwerken? - Sie verdammen sie allgemein." (n. 649.)	ch15_clean.en-ch15_clean.de
648). ‘What objection do you see to it?’	"Warum? - Sie betrachten es erniedrigend für das Geschlecht ...	ch15_clean.en-ch15_clean.de
‘I think it is degrading to the sex’ (n.	Sie tragen eine Art von Mannskleidern.	ch15_clean.en-ch15_clean.de
649). ‘There is a peculiarity of dress?’	In vielen Fällen wird alle Scham unterdrückt.	ch15_clean.en-ch15_clean.de
‘Yes… it is rather a man’s dress, and I believe in some cases, it drowns all sense of decency.’		ch15_clean.en-ch15_clean.de
‘Do the women smoke?’	Manche Weiber rauchen.	ch15_clean.en-ch15_clean.de
‘Some do.’ ‘And I suppose it is very dirty work?’	Die Arbeit ist so schmutzig wie die in den Gruben selbst.	ch15_clean.en-ch15_clean.de
‘Very dirty.’		ch15_clean.en-ch15_clean.de
‘They get black and grimy?’ ‘As black as those who are down the mines… I believe that a woman having children (and there are plenty on the banks that have) cannot do her duty to her children’ (n. 650–54, 710).	Darunter sind viele verheiratete Frauen, die ihre häuslichen Pflichten nicht erfüllen können." (n. 651 sqq., 701.) (n. 709.)	ch15_clean.en-ch15_clean.de
‘Do you think that those widows could get employment anywhere else, which would bring them in as much wages as that?’ (from 8s. to 10s. a week).	"Können die Witwen ein so einträgliches Geschäft (8-10 sh. wöchentlich) anderswo finden? - Ich kann darüber nichts sagen." (n. 710.)	ch15_clean.en-ch15_clean.de
‘I cannot speak to that’ (n. 709).	"Und dennoch" (Herz von Stein!) "seid Ihr entschlossen, ihnen diesen Lebensunterhalt abzuschneiden? - Sicher." (n. 1715.)	ch15_clean.en-ch15_clean.de
‘You would still be prepared, would you’ (stonyhearted fellow!) ‘to prevent their obtaining a livelihood by these means?’ ‘I would’ (n. 710).	"Woher diese Stimmung? - Wir, Minenarbeiter, haben zu viel Respekt für das schöne Geschlecht, um es zur Kohlengrube verdammt zu sehn ...	ch15_clean.en-ch15_clean.de
‘What is the general feeling in the district… as to the employment of women?’	Diese Arbeit ist großenteils sehr schwer.	ch15_clean.en-ch15_clean.de
‘The feeling is that it is degrading; and we wish as miners to have more respect to the fair sex than to see them placed on the pit bank… Some part of the work is very hard; some of these girls have raised as much as 10 tons of stuff a day’ (n.	Viele dieser Mädchen heben 10 Tonnen per Tag." (n. 1732.)	ch15_clean.en-ch15_clean.de
1715, 1717). ‘Do you think that the women employed about the collieries are less moral than the women employed in the factories?’ ‘… the percentage of bad ones may be a little more… than with the girls in the factories’ (n. 1237).	"Glaubt Ihr, daß die in den Bergwerken beschäftigten Arbeiterinnen unmoralischer sind als die in den Fabriken beschäftigten? - Der Prozentsatz der Schlechten ist größer als unter den Fabrikmädchen." (n. 1733.)	ch15_clean.en-ch15_clean.de
‘But you are not quite satisfied with the state of morality in the factories?’ ‘No’ (n.	"Aber Ihr seid auch mit dem Stand der Moralität in den Fabriken nicht zufrieden? - Nein." (n. 1734.)	ch15_clean.en-ch15_clean.de
1733). ‘Would you prohibit the employment of women in factories also?’ ‘No, I would not’ (n. 1734).	"Wollt Ihr denn auch die Weiberarbeit in den Fabriken verbieten? - Nein, ich will nicht." (n. 1735.)	ch15_clean.en-ch15_clean.de
‘Why not?’ ‘I think it a more honourable occupation for them in the mills’ (n.	"Warum nicht? - Sie ist für das weibliche Geschlecht ehrenvoller und passender." (n. 1736.)	ch15_clean.en-ch15_clean.de
1735). ‘Still it is injurious to their morality, you think?’	"Dennoch ist sie schädlich für ihre Moralität, meint Ihr? - Nein, lange nicht so sehr als die Arbeit an der Grube.	ch15_clean.en-ch15_clean.de
‘Not so much as working on the pit bank; but it is more on the social position I take it; I do not take it on its moral ground alone.	Ich spreche übrigens nicht nur aus moralischen, sondern auch aus physischen und sozialen Gründen.	ch15_clean.en-ch15_clean.de
The degradation, in its social bearing on the girls, is deplorable in the extreme.	Die soziale Degradation der Mädchen ist jammervoll und extrem.	ch15_clean.en-ch15_clean.de
When these 400 or 500 girls become colliers’ wives, the men suffer greatly from this degradation, and it causes them to leave their homes and drink’ (n.	Wenn diese Mädchen Frauen der Minenarbeiter werden, leiden die Männer tief unter dieser Degradation, und es treibt sie von Haus und zum Soff." (n. 1737.)	ch15_clean.en-ch15_clean.de
1736). ‘You would be obliged to stop the employment of women in the ironworks as well, would you not, if you stopped it in the collieries?’	"Aber gälte nicht dasselbe für die bei Eisenwerken beschäftigten Weiber? - Ich kann nicht für andre Geschäftszweige sprechen." (n. 1740.)	ch15_clean.en-ch15_clean.de
‘I cannot speak for any other trade’ (n.		ch15_clean.en-ch15_clean.de
1737). ‘Can you see any difference in the circumstances of women employed in ironworks, and the circumstances of women employed above ground in collieries?’	"Aber welcher Unterschied ist denn zwischen den bei Eisenwerken und Bergwerken beschäftigten Weibern? - Ich habe mich nicht mit dieser Frage beschäftigt." (n. 1741.)	ch15_clean.en-ch15_clean.de
‘I have not ascertained anything as to that’ (n.		ch15_clean.en-ch15_clean.de
1740). ‘Can you see anything that makes a distinction between one class and the other?’ ‘I have not ascertained that, but I know from house to house visitation, that it is a deplorable state of things in our district…’ (n.	"Könnt Ihr einen Unterschied zwischen der einen oder der andern Klasse entdecken? - Ich habe nichts darüber vergewissert, kenne aber durch Visite von Haus zu Haus den schmählichen Zustand der Dinge in unsrem Distrikt." (n. 1750.)	ch15_clean.en-ch15_clean.de
1741). ‘Would you interfere in every case with the employment of women where that employment was degrading?’ ‘It would become injurious, I think, in this way; the best feelings of Englishmen have been gained from the instruction of a mother…’ (n. 1750).	"Hättet Ihr nicht große Lust, Weiberbeschäftigung überall abzuschaffen, wo sie degradierend ist? - Ja ... die besten Gefühle der Kinder müssen von mütterlicher Zucht herkommen." (n. 1751.)	ch15_clean.en-ch15_clean.de
‘That equally applies to agricultural employments, does it not?’ ‘Yes, but that is only for two seasons, and they have work all the four seasons… They often work day and night, wet through to the skin, their constitution undermined and their health ruined’ (n.	"Aber das paßt ja auch auf agrikole Beschäftigung der Weiber? - Die dauert nur zwei Saisons, bei uns arbeiten sie alle vier Saisons durch, manchmal Tag und Nacht, naß bis auf die Haut, ihre Konstitution geschwächt , ihre Gesundheit gebrochen." (n. 1753.)	ch15_clean.en-ch15_clean.de
1751). ‘You have not inquired more generally into that subject [i.e. the employment of women] perhaps?’	"Ihr habt die Frage" (nämlich der Weiberbeschäftigung) "nicht allgemein studiert? - Ich habe um mich her geschaut und kann so viel sagen, daß ich nirgendwo etwas der weiblichen Beschäftigung an den Kohlengruben Paralleles gefunden habe. [n. 1793, 1794, 1808.]	ch15_clean.en-ch15_clean.de
‘I have certainly taken note of it as I have gone along, and certainly I have seen nothing parallel to the effects of the employment of women on the pit bank… It is the work of a man… a strong man’ (n.	Es ist Mannsarbeit und Arbeit für starke Männer.	ch15_clean.en-ch15_clean.de
1753, 1793, 1794). ‘Your feeling upon the whole subject is that the better class of colliers who desire to raise themselves and humanize themselves, instead of deriving help from the women, are pulled down by them?’ ‘Yes’ (n.	Die beßre Klasse der Minenarbeiter, die sich zu heben und zu humanisieren sucht, statt irgend Stütze an ihren Weibern zu finden, wird durch sie heruntergezerrt."	ch15_clean.en-ch15_clean.de
1808). After some further crooked questions from these bourgeois, the secret of their ‘sympathy’ for widows, poor families and so on emerges into the daylight. ‘The coal proprietor appoints certain gentlemen to take the oversight of the workings, and it is their policy, in order to receive approbation, to place things on the most economical basis they can, and these girls are employed at from Is. up to 1s.	Nachdem die Bourgeois noch weiter in die Kreuz und Quere gefragt, kommt endlich das Geheimnis ihres "Mitleidens" für Witwen, arme Familien usw. heraus: "Der Kohleneigentümer ernennt gewisse Gentlemen zur Oberaufsicht und deren Politik ist es, um Beifall zu ernten, alles auf den möglichst ökonomischen Fuß zu setzen und die beschäftigten Mädchen erhalten 1 bis 1 sh.	ch15_clean.en-ch15_clean.de
6d. a day, where a man at the rate of 2s.	6 d. täglich, wo ein Mann 2 sh.	ch15_clean.en-ch15_clean.de
6d. a day would have to be employed’ (n.		ch15_clean.en-ch15_clean.de
1816). 4. Coroner’s Juries.	6 d. erhalten müßte." (n. 1816.) 4. Totenschau-Juries. (n. 360.)	ch15_clean.en-ch15_clean.de
‘With regard to coroner’s inquests in your district, have the workmen confidence in the proceedings at those inquests when accidents occur?’ ‘No; they have not’ (n. 360). ‘Why not?’	"Mit Bezug auf die coroner's inquests <Untersuchungen des Totenbeschauers> in Euren Distrikten, sind die Arbeiter zufrieden mit dem Gerichtsverfahren, wenn Unfälle vorkommen? - Nein, sie sind es nicht." (n. 361-375.)	ch15_clean.en-ch15_clean.de
‘Chiefly because the men who are generally chosen, are men who know nothing about mines and such like.’	"Warum nicht? - Namentlich weil man Leute zu Juries macht, die absolut nichts von Minen wissen.	ch15_clean.en-ch15_clean.de
‘Are not workmen summoned at all upon the juries?’		ch15_clean.en-ch15_clean.de
‘Never but as witnesses to my knowledge.’	Arbeiter werden nie zugezogen, außer als Zeugen.	ch15_clean.en-ch15_clean.de
‘Who are the people who are generally summoned upon these juries?’		ch15_clean.en-ch15_clean.de
‘Generally tradesmen in the neighbourhood… from their circumstances they are sometimes liable to be influenced by their employers… the owners of the works.		ch15_clean.en-ch15_clean.de
They are generally men who have no knowledge, and can scarcely understand the witnesses who are called before them, and the terms which are used and such like.’	Im ganzen nimmt man Krämer aus der Nachbarschaft, welche unter dem Einfluß der Minenbesitzer, ihrer Kunden, stehn und nicht einmal die technischen Ausdrücke der Zeugen verstehn.	ch15_clean.en-ch15_clean.de
‘Would you have the jury composed of persons who had been employed in mining?’	Wir verlangen, daß Minenarbeiter einen Teil der Jury bilden.	ch15_clean.en-ch15_clean.de
‘Yes, partly… they’ (the workers) ‘think that the verdict is not in accordance with the evidence given generally’ (n. 361, 364, 366, 368, 371, 375).	Im Durchschnitt steht der Urteilsspruch im Widerspruch zu den Zeugenaussagen." (n. 378.)	ch15_clean.en-ch15_clean.de
‘One great object in summoning a jury is to have an impartial one, is it not?’	"Sollen Juries nicht unparteiisch sein? - "Ja." (n. 379.)	ch15_clean.en-ch15_clean.de
‘Yes, I should think so.’		ch15_clean.en-ch15_clean.de
‘Do you think that the juries would be impartial if they were composed to a considerable extent of workmen?’		ch15_clean.en-ch15_clean.de
‘I cannot see any motive which the workmen would have to act partially… they necessarily have a better knowledge of the operations in connection with the mine.’		ch15_clean.en-ch15_clean.de
‘You do not think there would be a tendency on the part of the workmen to return unfairly severe verdicts?’	"Würden die Arbeiter es sein? - Ich sehe keine Motive, warum sie nicht unparteiisch sein sollten.	ch15_clean.en-ch15_clean.de
‘No, I think not’(n. 378, 379, 380).	Sie haben Sachkenntnis." (n. 380.)	ch15_clean.en-ch15_clean.de
5. False weights and measures. The workers demand to be paid by the week instead of by the fortnight, and by weight instead of by the cubic content of the tubs; they also demand protection against the use of false weights, etc. (n. 1071).	"Aber würden sie nicht die Tendenz haben, im Interesse der Arbeiter ungerecht harte Urteile zu fällen? - Nein, ich glaube nicht." 5. Falsches Maß und Gewicht usw. Die Arbeiter verlangen wöchentliche statt vierzehntägiger Zahlung, Maß nach Gewicht statt nach Kubikraum der Kufen, Schutz gegen die Anwendung falschen Gewichts usw. (n. 1071.)	ch15_clean.en-ch15_clean.de
‘If the tubs were fraudulently increased, a man could discontinue working by giving 14 days’ notice?’ ‘But if he goes to another place, there is the same thing going on there’ (n. 1071).	"Wenn die Kufen fraudulent vergrößert werden, so kann ein Mann ja die Mine verlassen nach 14tägiger Kündigung? - Aber, wenn er zu einem andern Platz geht, findet er dasselbe." (n. 1072.)	ch15_clean.en-ch15_clean.de
‘But he can leave that place where the wrong has been committed?’ ‘It is general; wherever he goes, he has to submit to it’ (n.	"Aber er kann den Platz doch verlassen, wo das Unrecht verübt wird? - Es ist allgemein herrschend." (n. 1073.)	ch15_clean.en-ch15_clean.de
1072). ‘Could a man leave by giving 14 days’ notice?’ ‘Yes’ (n.	"Aber der Mann kann seinen jedesmaligen Platz nach 14tägiger Kündigung verlassen? - Ja."	ch15_clean.en-ch15_clean.de
1073). So much for that! 6. Inspection of mines.	Streusand drauf! 6. Mineninspektion.	ch15_clean.en-ch15_clean.de
Casualties from gas explosions are not the only things the workers suffer from (n. If.).	Die Arbeiter leiden nicht nur von den Zufällen durch explodierende Gase. (n. 234 sqq.)	ch15_clean.en-ch15_clean.de
‘Our men complained very much of the bad ventilation of the collieries… the ventilation is so bad in general that the men can scarcely breathe; they are quite unfit for employment of any kind after they have been for a length of time in connection with their work; indeed, just at the part of the mine where I am working, men have been obliged to leave their employment and come home in consequence of that… some of them have been out of work for weeks just in consequence of the bad state of the ventilation where there is not explosive gas… there is plenty of air generally in the main courses, yet pains are not taken to get air into the workings where men are working.’	"Wir haben uns ebensosehr zu beklagen über die schlechte Ventilation der Kohlengruben, so daß die Leute kaum darin atmen können; sie werden dadurch zu jeder Art Beschäftigung unfähig.	ch15_clean.en-ch15_clean.de
‘Why do you not apply to the inspector?’	So hat z.B. grade jetzt in dem Teil der Mine, wo ich arbeite, die Pestluft viele Leute für Wochen aufs Krankenbett geworfen.	ch15_clean.en-ch15_clean.de
‘To tell the truth there are many men who are timid on that point; there have been cases of men being sacrificed and losing their employment in consequence of applying to the inspector.’	Die Hauptgänge sind meist luftig genug, aber nicht die Plätze, worin wir arbeiten.	ch15_clean.en-ch15_clean.de
‘Why; is he a marked man for having complained?’ ‘Yes.’	Sendet ein Mann Klage über Ventilation an den Inspektor, so wird er entlassen und ist ein 'gezeichneter' Mann, der auch sonstwo keine Beschäftigung findet.	ch15_clean.en-ch15_clean.de
‘And he finds it difficult to get employment in another mine?’	Der 'Mining inspection Act' von 1860 ist ein reiner Papierlappen.	ch15_clean.en-ch15_clean.de
‘Yes.’ ‘Do you think the mines in your neighbourhood are sufficiently inspected to insure a compliance with the provisions of the Act?’	Der Inspektor, und ihre Zahl ist viel zu klein, macht vielleicht in 7 Jahren einmal eine formelle Visite.	ch15_clean.en-ch15_clean.de
‘No; they are not inspected at all… the inspector has been down just once in the pit, and it has been going seven years… In the district to which I belong there are not a sufficient number of inspectors.		ch15_clean.en-ch15_clean.de
We have one old man more than 70 years of age to inspect more than 130 collieries.’	Unser Inspektor ist ein ganz unfähiger, siebzigjähriger Mann, der mehr als 130 Kohlenbergwerken vorsteht.	ch15_clean.en-ch15_clean.de
‘You wish to have a class of sub-inspectors?’ ‘Yes’ (n.	Neben mehr Inspektoren brauchen wir Subinspektoren." (n. 280.)	ch15_clean.en-ch15_clean.de
234, 241, 251, 254, 274, 275, 554, 276, 293). ‘But do you think it would be possible for Government to maintain such an army of inspectors as would be necessary to do all that you want them to do, without information from the men ?’ ‘No, I should think it would be next to impossible.’ ‘It would be desirable the inspectors should come oftener?’ ‘Yes, and without being sent for’ (n. 280,277).	"Soll dann die Regierung solch eine Armee von Inspektoren halten, daß sie alles, was Ihr verlangt, ohne Information der Arbeiter selbst tun können? - Das ist unmöglich, aber sie sollen sich die Information in den Minen selbst holen kommen." (n. 285.)	ch15_clean.en-ch15_clean.de
‘Do you not think that the effect of having these inspectors examining the collieries so frequently would be to shift the responsibility (!) of supplying proper ventilation from the owners of the collieries to the Government officials?’ ‘No, I do not think that, I think that they should make it their business to enforce the Acts which are already in existence’ (n. 285).	"Glaubt Ihr nicht, daß die Wirkung sein würde, die Verantwortlichkeit (!) für die Ventilation usw. von dem Minenbesitzer auf die Regierungsbeamten zu wälzen? - Keineswegs; es muß ihr Geschäft sein, die Befolgung der bereits bestehenden Gesetze zu erzwingen." (n. 294.)	ch15_clean.en-ch15_clean.de
‘When you speak of sub-inspectors, do you mean men at a less salary, and of an inferior stamp to the present inspectors?’ ‘I would not have them inferior, if you could get them otherwise’ (n.	"Wenn Ihr von Subinspektoren sprecht, meint Ihr Leute mit weniger Gehalt und von niedrigerem Charakter als die gegenwärtigen Inspektoren? - Ich wünsche sie keineswegs niedriger, wenn Ihr sie besser haben könnt." (n. 295.)	ch15_clean.en-ch15_clean.de
294). ‘Do you merely want more inspectors, or do you want a lower class of men as an inspector?’ ‘A man who would knock about, and see that things are kept right; a man who would not be afraid of himself’ (n.	"Wollt Ihr mehr Inspektoren oder eine niedrigere Klasse von Leuten als die Inspektoren? - Wir brauchen Leute, die sich in den Minen selbst umtummeln, Leute, die keine Angst für die eigne Haut haben." (n. 297.)	ch15_clean.en-ch15_clean.de
295). ‘If you obtained your wish in getting an inferior class of inspectors appointed, do you think that there would be no danger from want of skill, etc. ?’	"Wenn man Euren Wunsch nach Inspektoren von einer schlechtren Sorte erfüllte, würde ihr Mangel an Geschick nicht Gefahren erzeugen usw.? - Nein; es ist Sache der Regierung, passende Subjekte anzustellen."	ch15_clean.en-ch15_clean.de
‘I think not, I think that the Government would see after that, and have proper men in that position’ (n.	Diese Art Examination wird endlich selbst dem Präsidenten des Untersuchungskomitees zu toll.	ch15_clean.en-ch15_clean.de
297). This kind of examination at last becomes too much even for the chairman of the investigating committee, and he interrupts with the observation: ‘You want a class of men who would look into all the details of the mine, and would go into all the holes and corners, and go into the real facts… they would report to the chief inspector, who would then bring his scientific knowledge to bear on the facts they had stated?’ (n. 298, 299).	"Ihr wollt", fährt er dazwischen, "praktische Leute, die sich in den Minen selbst umsehn und an den Inspektor berichten, der dann seine höhere Wissenschaft verwenden kann." (n. 531.)	ch15_clean.en-ch15_clean.de
‘Would it not entail very great expense if all these old workings were kept ventilated?’ ‘Yes, expense might be incurred, but life would be at the same time protected’ (n.	"Würde die Ventilation aller dieser alten Werke nicht viel Kosten verursachen? - Ja, Unkosten möchten erwachsen, aber Menschenleben würden beschützt." (n. 581.)	ch15_clean.en-ch15_clean.de
531). A mining worker protests against Section 17 of the Act of 1860; he says: ‘At the present time, if the inspector of mines finds a part of the mine unfit to work in, he has to report it to the mine-owner and the Home Secretary.	Ein Kohlenarbeiter protestiert gegen die 17. Sektion des Akts von 1860: "Gegenwärtig, wenn der Mineninspektor irgendeinen Teil der Mine in nicht bearbeitsfähigem Zustand findet, muß er es an den Minenbesitzer und den Minister des Innern berichten.	ch15_clean.en-ch15_clean.de
After doing that, there is given to the owner 20 days to look over the matter; at the end of 20 days he has the power to refuse making any alteration in the mine; but, when he refuses, the mine-owner writes to the Home Secretary, at the same time nominating five engineers, and from those five engineers named by the mine-owner himself, the Home Secretary appoints one, I think, as arbitrator, or appoints arbitrators from them; now we think in that case the mine-owner virtually appoints his own arbitrator’ (n.	Danach hat der Minenbesitzer 20 Tage Bedenkzeit; am Ende der 20 Tage kann er jede Veränderung verweigern.	ch15_clean.en-ch15_clean.de
581). Bourgeois examiner, himself a mine-owner: ‘But… is this a merely speculative objection?’ (n.	Tut er das aber, so hat er an den Minister des Innern zu schreiben und ihm 5 Bergwerksingenieure vorzuschlagen, worunter der Minister die Schiedsrichter erwählen muß.	ch15_clean.en-ch15_clean.de
586). ‘Then you have a very poor opinion of the integrity of mining engineers?’	Wir behaupten, daß in diesem Fall der Minenbesitzer virtuell seine eignen Richter ernennt." (n.586.)	ch15_clean.en-ch15_clean.de
‘It is most certainly unjust and inequitable’ (n. 588).	Der Bourgeoisexaminator, selbst Minenbesitzer: "Dies ist ein rein spekulativer Einwand." (n. 588.)	ch15_clean.en-ch15_clean.de
‘Do not mining engineers possess a sort of public character, and do not you think that they are above making such a partial decision as you apprehend?’	"Ihr habt also sehr geringer Ansicht von der Redlichkeit der Bergwerksingenieure? - Ich sage, es ist sehr unbillig und ungerecht." (n. 589.)	ch15_clean.en-ch15_clean.de
‘I do not wish to answer such a question as that with respect to the personal character of those men.	"Besitzen Bergwerksingenieure nicht eine Art von öffentlichem Charakter, der ihre Entscheidungen über die von Euch befürchtete Parteilichkeit erhebt? - Ich verweigre, Fragen über den persönlichen Charakter dieser Leute zu beantworten.	ch15_clean.en-ch15_clean.de
I believe that in many cases they would act very partially indeed, and that it ought not to be in their hands to do so, where men’s lives are at stake’ (n. 589).	Ich bin überzeugt, daß sie in vielen Fällen sehr parteiisch handeln und daß diese Macht ihnen genommen werden sollte, wo Menschenleben auf dem Spiel stehn."	ch15_clean.en-ch15_clean.de
The same bourgeois has the impudence to put this question: ‘Do you not think that the mine-owner also suffers loss from an explosion?’	Derselbe Bourgeois hat die Unverschämtheit, zu fragen: "Glaubt Ihr nicht, daß auch die Minenbesitzer Verluste bei den Explosionen haben?"	ch15_clean.en-ch15_clean.de
Finally, ‘Are not you workmen in Lancashire able to take care of your own interests without calling in the Government to help you?’ ‘No’ (n.	Endlich (n. 1042. ): "Könnt Ihr Arbeiter Eure eignen Interessen nicht selbst wahrnehmen, ohne die Hilfe der Regierung anzurufen? - Nein."	ch15_clean.en-ch15_clean.de
1042). In the year 1865 there were 3, coal mines in Great Britain, and twelve inspectors.	Im Jahre 1865 gab es 3.217 Kohlenbergwerke in Großbritannien und - 12 Inspektoren.	ch15_clean.en-ch15_clean.de
A Yorkshire mine-owner himself calculates (The Times, 26 January 1867) that, leaving aside the purely bureaucratic activities which absorb the whole of their time, each mine can be visited only once in ten years by an inspector.	Ein Minenbesitzer von Yorkshire ("Times", 26. Januar 1867) berechnet selbst, daß abgesehn von ihren rein bürokratischen Geschäften, die ihre ganze Zeit absorbieren, jede Mine nur einmal in 10 Jahren besichtigt werden könnte.	ch15_clean.en-ch15_clean.de
No wonder mining disasters have increased progressively, both in number and extent (sometimes with a loss of 200 to 300 men) during the last ten years.	Kein Wunder, daß die Katastrophen in den letzten Jahren (namentlich auch 1866 und 1867) progressiv in Anzahl und Umfang (manchmal mit einem Opfer von 200-300 Arbeitern) zugenommen haben.	ch15_clean.en-ch15_clean.de
These are the beauties of ‘free’ capitalist production!	Dies sind die Schönheiten der "freien" kapitalistischen Produktion!	ch15_clean.en-ch15_clean.de
Defective* as it is, the Act passed in 1872 is the first that regulates the hours of labour of children employed in mines, and makes exploiters and owners, to a certain extent, responsible for so-called accidents.	Jedenfalls ist der Akt von 1872, so mangelhaft er ist, der erste, der die Arbeitsstunden der in Bergwerken beschäftigten Kinder regelt und die Exploiteure und Grubenbesitzer in gewissem Maß für sogenannte Unfälle verantwortlich macht.	ch15_clean.en-ch15_clean.de
The Royal Commission appointed in 1867 to inquire into the employment in agriculture of children, young persons and women has published some very important reports.	Die königliche Kommission von 1867 zur Untersuchung der Beschäftigung von Kindern, jugendlichen Personen und Weibern in der Agrikultur hat einige sehr wichtige Berichte veröffentlicht.	ch15_clean.en-ch15_clean.de
Several attempts have been made to apply the principles of the Factory Acts, in a modified form, to agriculture, but so far these attempts have failed totally.	Es sind verschiedne Versuche gemacht worden, die Prinzipien der Fabrikgesetzgebung, in modifizierter Form, auf die Agrikultur anzuwenden, aber bis jetzt schlugen sie alle total fehl.	ch15_clean.en-ch15_clean.de
