Chapter 25: The General Law of Capitalist Accumulation 1.	DREIUNDZWANZIGSTES KAPITEL. TEIL I.	ch25_clean.en-ch25_clean.de
‘The nourishment obtained by the labourer himself,’ says Dr E. Smith, ‘is larger than the average quantity indicates, since he eats a larger share… necessary to enable him to perform his labour… of food than the other members of the family, including in the poorer districts nearly all the meat and bacon… The quantity of food obtained by the wife and also by the children at the period of rapid growth, is in many cases, in almost every county, deficient, and particularly in nitrogen.’	"Die Nahrung, die der Landarbeiter erhält", sagt Dr. Smith, "ist größer, als das Durchschnittsquantum anzeigt, da er selbst einen viel größeren, für seine Arbeit unentbehrlichen Teil der Lebensmittel erhält als seine übrigen Familienglieder, in den ärmeren Distrikten fast alles Fleisch oder Speck. Das Quantum Nahrung, das der Frau zufällt und ebenso den Kindern in ihrer Periode raschen Wachstums, ist in vielen Fällen, und zwar in fast allen Grafschaften, mangelhaft, hauptsächlich an Stickstoff."	ch25_clean.en-ch25_clean.de
The male and female servants who live with the farmers themselves are sufficiently nourished.	Die bei den Pächtern selbst wohnenden Knechte und Mägde werden reichlich genährt.	ch25_clean.en-ch25_clean.de
Their number fell from 288, in 1851 to 204, in 1861.	Ihre Zahl fiel von 288.277 im Jahre 1851 auf 204.962 im Jahr 1861.	ch25_clean.en-ch25_clean.de
‘The labour of women in the fields,’ says Dr Smith, ‘whatever may be its disadvantages… is under present circumstances of great advantage to the family, since it adds that amount of income which… provides shoes and clothing and pays the rent, and thus enables the family to be better fed.’	"Die Arbeit der Weiber auf freiem Feld", sagt Dr. Smith, "von welchen sonstigen Nachteilen auch immer begleitet, ist unter gegenwärtigen Umständen von großem Vorteil für die Familie, denn sie liefert derselben Mittel für Beschuhung, Kleidung, Zahlung der Hausrente, und befähigt sie so, besser zu essen."	ch25_clean.en-ch25_clean.de
One of the most remarkable findings of the inquiry was that the agricultural labourer of England, as compared with other parts of the United Kingdom, ‘is considerably the worst fed’, as the appended table shows: Quantities of carbon and nitrogen consumed every week by an average adult agricultural labourer Carbon, grains Nitrogen, grains England 46, 1, Wales 48, 2, Scotland 48, 2, Ireland 43, 2, ‘To the insufficient quantity and miserable quality of the house accommodation generally had by our agricultural labourers,’ says Dr Simon, in his official Health Report, ‘almost every page of Dr Hunter’s report bears testimony.	Eins der merkwürdigsten Resultate dieser Untersuchung war, daß der Landarbeiter in England bei weitem schlechter genährt ist als in den andren Teilen des Vereinigten Königreichs ("is considerably the worst fed"), wie die Tabelle zeigt. Wöchentlicher Konsum von Kohlenstoff und Stickstoff durch den ländlichen Durchschnittsarbeiter Kohlenstoff Stickstoff Gran Gran England 40.673 1.594 Wales 48.354 2.031 Schottland 48.980 2.348 Irland 43.366 2.434 "Jede Seite von Dr. Hunters Bericht", sagt Dr. Simon in seinem offiziellen Gesundheitsbericht, "gibt Zeugnis von der unzureichenden Quantität und elenden Qualität der Wohnlichkeit unsres Landarbeiters.	ch25_clean.en-ch25_clean.de
And gradually, for many years past, the state of the labourer in these respects has been deteriorating, house-room being now greatly more difficult for him to find, and, when found, greatly less suitable to his needs than, perhaps, for centuries had been the case.	Und seit vielen Jahren hat sich sein Zustand progressiv in dieser Hinsicht verschlechtert. Es ist jetzt viel schwerer für ihn, Hausraum zu finden, und, wenn gefunden, ist er seinen Bedürfnissen viel weniger entsprechend, als vielleicht seit Jahrhunderten der Fall war.	ch25_clean.en-ch25_clean.de
Especially within the last twenty or thirty years, the evil has been in very rapid increase, and the household circumstances of the labourer are now in the highest degree deplorable.	Besonders innerhalb der letzten 30 oder 20 Jahre ist das Übel in raschem Wachstum begriffen, und die Wohnlichkeitsverhältnisse des Landmanns sind jetzt im höchsten Grad kläglich.	ch25_clean.en-ch25_clean.de
Except in so far as they whom his labour enriches, see fit to treat him with a kind of pitiful indulgence, he is quite peculiarly helpless in the matter.	Außer soweit diejenigen, die seine Arbeit bereichert, es der Mühe wert halten, ihn mit einer Art von mitleidiger Nachsicht zu behandeln, ist er ganz hilflos in der Sache.	ch25_clean.en-ch25_clean.de
Whether he shall find house-room on the land which he contributes to till, whether the house-room which he gets shall be human or swinish, whether he shall have the little space of garden that so vastly lessens the pressure of his poverty – all this does not depend on his willingness and ability to pay reasonable rent for the decent accommodation he requires, but depends on the use which others may see fit to make of their “right to do as they will with their own”.	Ob er Behausung findet auf dem Land, welches er bebaut, ob sie menschlich oder schweinisch ist, ob mit kleinem Garten, der den Druck der Armut so sehr erleichtert, alles das hängt nicht von seiner Bereitheit oder Fähigkeit zur Zahlung einer angemeßnen Miete ab, sondern von dem Gebrauch, den andre von 'dem Recht, mit ihrem Eigentum zu tun, was sie wollen', zu machen belieben.	ch25_clean.en-ch25_clean.de
However large may be a farm, there is no law that a certain proportion of labourers’ dwellings (much less of decent dwellings) shall be upon it; nor does any law reserve for the labourer ever so little right in that soil to which his industry is as needful as sun and rain… An extraneous element weighs the balance heavily against him… the influence of the Poor Law in its provisions concerning settlement and chargeability.	Eine Pachtung mag noch so groß sein, es existiert kein Gesetz, daß auf ihr eine bestimmte Anzahl von Arbeiterwohnungen, und nun gar anständigen, stehen muß; ebensowenig behält das Gesetz dem Arbeiter auch nur das kleinste Recht auf den Boden vor, für welchen seine Arbeit so notwendig ist wie Regen und Sonnenschein ... Ein notorischer Umstand wirft noch ein schweres Gewicht in die Waagschale gegen ihn ..., der Einfluß des Armengesetzes mit seinen Bestimmungen über Niederlassung und Belastung zur Armensteuer.	ch25_clean.en-ch25_clean.de
Under this influence, each parish has a pecuniary interest in reducing to a minimum the number of its resident labourers: – for, unhappily, agricultural labour instead of implying a safe and permanent independence for the hard-working labourer and his family, implies for the most part only a longer or shorter circuit to eventual pauperism – a pauperism which, during the whole circuit, is so near, that any illness or temporary failure of occupation necessitates immediate recourse to parochial relief – and thus all residence of agricultural population in a parish is glaringly an addition to its poor-rates… Large proprietors99… have but to resolve that there shall be no labourers’ dwellings on their estates, and their estates will thenceforth be virtually free from half their responsiblity for the poor.	Unter seinem Einfluß hat jede Pfarrei ein Geldinteresse, die Zahl ihrer residierenden Landarbeiter auf ein Minimum zu beschränken; denn unglücklicherweise führt die Landarbeit, statt sichre und permanente Unabhängigkeit dem hartschanzenden Arbeiter und seiner Familie zu verbürgen, meist nur auf längerem oder kürzerem Umweg zum Pauperismus, einem Pauperismus, der während des ganzen Wegs so nahe ist, daß jede Krankheit oder irgendein vorüber gehender Mangel an Beschäftigung unmittelbar die Zuflucht zur Pfarreihilfe ernötigt; und daher ist alle Ansässigkeit einer Ackerbaubevölkerung in einer Pfarrei augenscheinlich ein Zuschuß zu ihrer Armensteuer ... Große Grundeigentümer haben nur zu beschließen, daß keine Arbeiterwohnungen auf ihren Gütern stehn sollen, und sie befreien sich sofort von der Hälfte ihrer Verantwortlichkeit für die Armen.	ch25_clean.en-ch25_clean.de
How far it has been intended, in the English constitution and law, that this kind of unconditional property in land should be acquirable, and that a landlord, “doing as he wills with his own”, should be able to treat the cultivators of the soil as aliens, whom he may expel from his territory, is a question which I do not pretend to discuss… For that power of eviction… does not exist only in theory.	Wieweit die englische Konstitution und das Gesetz diese Art unbedingtes Grundeigentum beabsichtigten, welches einen Landlord, der 'mit seinem Eignen tut, was er will', befähigt, die Bebauer des Bodens wie Fremde zu behandeln und sie von seinem Territorium zu verjagen, ist eine Frage, deren Diskussion nicht in meinen Bereich fällt ... Diese Macht der Eviktion ist keine bloße Theorie. Sie wird praktisch auf der größten Stufenleiter geltend gemacht.	ch25_clean.en-ch25_clean.de
On a very large scale it prevails in practice – prevails… as a main governing condition in the household circumstances of agricultural labour… As regards the extent of the evil, it may suffice to refer to the evidence which Dr Hunter has compiled from the last census, that destruction of houses, notwithstanding increased local demands for them, had, during the last ten years, been in progress in 821 separate parishes or townships of England, so that irrespectively of persons who had been forced to become non-resident (that is in the parishes in which they work), these parishes and townships were receiving in 1861, as compared with 1851, a population 5 1/ per cent greater, into house-room 4 1/ per cent less… When the process of depopulation has completed itself, the result, says Dr Hunter, is a show-village where the cottages have been reduced to a few, and where none but persons who are needed as shepherds, gardeners, or game-keepers, are allowed to live; regular servants who receive the good treatment usual to their class.	Sie ist einer der Umstände, welche die Wohnlichkeitsverhältnisse des Landarbeiters beherrschen ... Den Umfang des Übels mag man aus dem letzten Zensus beurteilen, wonach die Zerstörung von Häusern, trotz vermehrter lokaler Nachfrage für dieselben, während der letzten 10 Jahre, in 821 verschiednen Distrikten von England fortschritt, so daß, abgesehn von den Personen, die gezwungen wurden, Nichtresidierende" (nämlich in dem Kirchspiel, worin sie arbeiten) "zu werden, 1861 verglichen mit 1851 eine um 5 1/3% größere Bevölkerung in einen um 4 1/2% kleineren Hausraum gedrängt wurde ... Sobald der Entvölkerungsprozeß sein Ziel erreicht hat, ist das Resultat, sagt Dr. Hunter, ein Schaudorf (show-village), wo die Cottages auf wenige reduziert sind und wo niemand leben darf außer Schafhirten, Gärtnern und Wildhütern, reguläre Bediente, welche die in ihrer Klasse gewohnheitsmäßige gute Behandlung von der gnädigen Herrschaft erhalten.	ch25_clean.en-ch25_clean.de
But the land requires cultivation, and it will be found that the labourers employed upon it are not the tenants of the owner, but that they come from a neighbouring open village, perhaps three miles off, where a numerous small proprietary had received them when their cottages were destroyed in the close villages around.	Aber das Land bedarf der Bebauung, und man wird finden, daß die darauf beschäftigten Arbeiter keine Haussassen des Grundeigentümers sind, sondern von einem offnen Dorf herkommen, vielleicht 3 Meilen weit entfernt, wo eine zahlreiche kleine Hauseigentümerschaft sie aufnahm, nach Zerstörung ihrer Cottages in den geschloßnen Dörfern.	ch25_clean.en-ch25_clean.de
Where things are tending to the above result, often the cottages which stand, testify, in their unrepaired and wretched condition, to the extinction to which they are doomed.	Wo die Dinge diesem Resultat zustreben, bezeugen die Cottages meist durch ihr elendes Aussehn das Schicksal, zu dem sie verdammt sind.	ch25_clean.en-ch25_clean.de
They are seen standing in the various stages of natural decay.	Man findet sie auf den verschiednen Stufen natürlichen Verfalls.	ch25_clean.en-ch25_clean.de
While the shelter holds together, the labourer is permitted to rent it, and glad enough he will be to do so, even at the price of decent lodging.	Solange das Obdach zusammenhält, wird dem Arbeiter erlaubt, Rente dafür zu zahlen, und er ist oft sehr froh, dies tun zu dürfen, selbst wenn er den Preis einer guten Wohnung zu zahlen hat.	ch25_clean.en-ch25_clean.de
But no repair, no improvement shall it receive, except such as its penniless occupants can supply.	Aber keine Reparatur, keine Ausbesserung, außer die der pfenniglose Inhaber leisten kann.	ch25_clean.en-ch25_clean.de
And when at last it becomes quite uninhabitable – uninhabitable even to the humblest standard of serfdom – it will be but one more destroyed cottage, and future poor-rates will be somewhat lightened.	Wird es endlich zuletzt ganz unbewohnbar, so ist es nur eine zerstörte Cottage mehr und so viel künftige Armensteuer weniger.	ch25_clean.en-ch25_clean.de
While great owners are thus escaping from poor-rates through the depopulation of lands over which they have control, the nearest town or open village receives the evicted labourers; the nearest, I say, but this “nearest” may mean three or four miles distant from the farm where the labourer has his daily toil.	Während die großen Eigentümer die Armensteuer so von sich abwälzen durch Entvölkerung des von ihnen kontrollierten Grund und Bodens, nimmt das nächste Landstädtchen oder offne Ortschaft die hinausgeworfnen Arbeiter auf; die nächste, sage ich, aber dies 'nächste' mag 3 oder 4 Meilen vom Pachthof sein, wo der Arbeiter sich täglich abzuplacken hat.	ch25_clean.en-ch25_clean.de
To that daily toil there will then have to be added, as though it were nothing, the daily need of walking six or eight miles for power of earning his bread.	So wird seinem Tageswerk, als ob es gar nichts sei, die Notwendigkeit eines täglichen Marsches von 6 oder 8 Meilen zur Verdienung seines täglichen Brotes hinzugefügt.	ch25_clean.en-ch25_clean.de
And whatever farm-work is done by his wife and children, is done at the same disadvantage.	Alle von seiner Frau und seinen Kindern verrichtete Landarbeit geht jetzt unter denselben erschwerenden Umständen vor.	ch25_clean.en-ch25_clean.de
Nor is this nearly all the toil which the distance occasions him.	Und dies ist nicht das ganze Übel, welches ihm die Entfernung verursacht.	ch25_clean.en-ch25_clean.de
In the open village, cottage-speculators buy scraps of land, which they throng as densely as they can with the cheapest of all possible hovels.	In der offnen Ortschaft kaufen Bauspekulanten Bodenfetzen, welche sie so dicht wie möglich mit den wohlfeilsten aller möglichen Spelunken besäen.	ch25_clean.en-ch25_clean.de
And into those wretched habitations (which, even if they adjoin the open country, have some of the worst features of the worst town residences) crowd the agricultural labourers of England2… Nor on the other hand must it be supposed that even when the labourer is housed upon the lands which he cultivates, his household circumstances are generally such as his life of productive industry would seem to deserve.	Und in diesen elenden Wohnlichkeiten, die sogar, wenn sie auf das offne Land münden, die ungeheuerlichsten Charakterzüge der schlechtesten Stadtwohnungen teilen, hocken die Ackerbauarbeiter Eng- lands ...	ch25_clean.en-ch25_clean.de
Even on princely estates… his cottage… may be of the meanest description.	Andrerseits muß man sich nur nicht einbilden, daß selbst der auf dem Grund und Boden, den er bebaut, behauste Arbeiter eine Wohnlichkeit findet, wie sie sein Leben produktiver Industrie verdient.	ch25_clean.en-ch25_clean.de
There are landlords who deem any stye good enough for their labourer and his family, and who yet do not disdain to drive with him the hardest possible bargain for rent.	Selbst auf den fürstlichsten Gütern ist seine Cottage oft von der allerjämmerlichsten Art. Es gibt Landlords, die einen Stall gut genug für ihre Arbeiter und deren Familien glauben und die es dennoch nicht verschmähn, aus ihrer Miete so viel Bares als möglich herauszuschlagen.	ch25_clean.en-ch25_clean.de
It may be but a ruinous one-bedroomed hut, having no fire-grate, no privy, no opening window, no water supply but the ditch, no garden – but the labourer is helpless against the wrong… And the Nuisances Removal Acts… are… a mere dead letter… in great part dependent for their working on such cottage-owners as the one from whom his’ (the labourer’s) ‘hovel is rented… From brighter, but exceptional scenes, it is requisite in the interests of justice, that attention should again be drawn to the overwhelming preponderance of facts which are a reproach to the civilization of England.	Es mag nur eine verfallende Hütte mit einer Schlafstube sein, ohne Feuerherd, ohne Abtritt, ohne öffenbare Fenster, ohne Wasserzufuhr außer dem Graben, ohne Garten, der Arbeiter ist hilflos gegen die Unbill. Und unsre gesundheitspolizeilichen Gesetze (The Nuisances Removal Acts) sind ein toter Buchstabe. Ihre Ausführung ist ja grade den Eigentümern anvertraut, welche solche Löcher vermieten ... Man muß sich durch ausnahmsweise lichtvollere Szenen nicht blenden lassen über das erdrückende Übergewicht der Tatsachen, die ein Schandfleck der englischen Zivilisation sind.	ch25_clean.en-ch25_clean.de
Lamentable indeed, must be the case, when, notwithstanding all that is evident with regard to the quality of the present accommodation, it is the common conclusion of competent observers that even the general badness of dwellings is an evil infinitely less urgent than their mere numerical insufficiency.	Schauderhaft muß in der Tat die Lage der Dinge sein, wenn, trotz der augenfälligen Ungeheuerlichkeit der gegenwärtigen Behausung, kompetente Beobachter einstimmig zu dem Schlußresultat gelangen, daß selbst die allgemeine Nichtswürdigkeit der Wohnungen noch ein unendlich minder drückendes Übel ist als ihr bloß numerischer Mangel.	ch25_clean.en-ch25_clean.de
For years the overcrowding of rural labourers’ dwellings has been a matter of deep concern, not only to persons who care for sanitary good, but to persons who care for decent and moral life.	Seit Jahren war die Überstopfung der Wohnungen der Landarbeiter ein Gegenstand tiefen Kummers nicht nur für Personen, die auf Gesundheit, sondern für alle, die auf anständiges und moralisches Leben halten.	ch25_clean.en-ch25_clean.de
For, again and again in phrases so uniform that they seem stereotyped, reporters on the spread of epidemic disease in rural districts have insisted on the extreme importance of that overcrowding, as an influence which renders it a quite hopeless task, to attempt the limiting of any infection which is introduced.	Denn, wieder und wieder, in Ausdrücken so gleichförmig, daß sie stereotypiert zu sein scheinen, denunzieren die Berichterstatter über die Verbreitung epidemischer Krankheiten in den ländlichen Distrikten Hausüberfüllung als eine Ursache, die jeden Versuch, den Fortschritt einer einmal eingeführten Epidemie aufzuhalten, durchaus vereitelt.	ch25_clean.en-ch25_clean.de
And again and again it has been pointed out that, notwithstanding the many salubrious influences which there are in country life, the crowding which so favours the extension of contagious disease, also favours the origination of disease which is not contagious.	Und wieder und wieder ward nachgewiesen, daß den vielen gesunden Einflüssen des Landlebens zum Trotz die Agglomeration, welche das Umsichgreifen ansteckender Krankheiten so sehr beschleunigt, auch die Entstehung nicht ansteckender Krankheiten fördert.	ch25_clean.en-ch25_clean.de
And those who have denounced the overcrowded state of our rural population have not been silent as to a further mischief.	Und die Personen, welche diesen Zustand denunziert haben, verschweigen weitres Unheil nicht.	ch25_clean.en-ch25_clean.de
Even where their primary concern has been only with the injury to health, often almost perforce they have been referred to other relations on the subject.	Selbst wo ihr ursprüngliches Thema nur die Gesundheitspflege betraf, waren sie beinahe gezwungen, auf die andren Seiten des Gegenstandes einzugehn.	ch25_clean.en-ch25_clean.de
In showing how frequently it happens that adult persons of both sexes, married and unmarried, are huddled together in single small sleeping rooms, their reports have carried the conviction that, under the circumstances they describe, decency must always be outraged, and morality almost of necessity must suffer.	Indem sie nachwiesen, wie häufig es sich ereignet, daß erwachsne Personen beiderlei Geschlechts, verheiratet und unverheiratet, zusammengehudelt (huddled) werden in engen Schlafstuben, mußten ihre Berichte die Überzeugung hervorrufen, daß unter den beschriebenen Umständen Scham- und Anstandsgefühl aufs gröbste verletzt und alle Moralität fast notwendig ruiniert wird ...	ch25_clean.en-ch25_clean.de
Thus, for instance, in the appendix of my last annual report, Dr Ord, reporting on an outbreak of fever at Wing, in Buckinghamshire, mentions how a young man who had come thither from Wingrave with fever, “in the first days of his illness slept in a room with nine other persons.	Z.B. in Appendix meines letzten Berichts erwähnt Dr. Ord, in seinem Bericht über den Fieberausbruch zu Wing in Buckinghamshire, wie ein junger Mann von Wingrave mit Fieber dorthin kam. In den ersten Tagen seiner Krankheit schlief er mit 9 andren Personen in einem Gemach zusammen.	ch25_clean.en-ch25_clean.de
Within a fortnight several of these persons were attacked, and in the course of a few weeks five out of the nine had fever, and one died.”… From Dr Harvey, of St George’s Hospital, who, on private professional business, visited Wing during the time of the epidemic, I received information exactly in the sense of the above report… “A young woman having fever, lay at night in a room occupied by her father, and mother, her bastard child, two young men (her brothers), and her two sisters, each with a bastard child – ten persons in all.	In zwei Wochen wurden verschiedne Personen ergriffen, im Verlauf weniger Wochen verfielen 5 von den 9 Personen dem Fieber, und eine starb! Gleichzeitig berichtete mir Dr. Harvey von St. Georges Spital, der Wing wahrend der Epidemiezeit in Angelegenheiten seiner Privatpraxis besuchte, in demselben Sinne: 'Ein junges, fieberkrankes Frauenzimmer schlief nachts in derselben Stube mit Vater, Mutter, ihrem Bastardkind, zwei jungen Männern, ihren Brüdern, und ihren zwei Schwestern, jede mit einem Bastard, in allem 10 Personen.	ch25_clean.en-ch25_clean.de
A few weeks ago thirteen persons slept in it.”’	Wenige Wochen vorher schliefen 13 Kinder in demselben Raume.'"	ch25_clean.en-ch25_clean.de
Dr Hunter investigated 5, agricultural labourers’ cottages, not only in the purely agricultural districts, but in all the counties of England.	Dr. Hunter untersuchte 5.375 Landarbeiter-Cottages, nicht nur in den reinen Agrikulturdistrikten, sondern in allen Grafschaften Englands.	ch25_clean.en-ch25_clean.de
2, out of the 5, had only one bedroom (often used at the same time as a living-room), 2, only two, and 250 more than two. I give below a short selection of examples, gathered from a dozen counties.	Unter diesen 5.375 hatten 2.195 nur eine Schlafstube (oft zugleich Wohnstube), 2.930 nur 2 und 250 mehr als 2. Ich will für ein Dutzend Grafschaften eine kurze Blütenlese geben.	ch25_clean.en-ch25_clean.de
(1) Bedfordshire Wrestlingworth.	1. Bedfordshire.	ch25_clean.en-ch25_clean.de
Bedrooms about 12 feet long and 10 broad, although many are smaller than this.	Wrestlingworth: Schlafzimmer ungefähr 12 Fuß lang und 10 breit, obgleich viele kleiner sind.	ch25_clean.en-ch25_clean.de
The small, one-storied cots* are often divided by partitions into two bedrooms, one bed frequently in a kitchen, 5 feet 6 inches in height.	Die kleine einstöckige Hütte wird oft durch Bretter in zwei Schlafstuben geteilt, oft ein Bett in einer Küche 5 Fuß 6 Zoll hoch.	ch25_clean.en-ch25_clean.de
Rent, £ a year.	Miete 3 Pfd.St.	ch25_clean.en-ch25_clean.de
The tenants have to make their own privies, the landlord only supplies a hole.	Die Mieter haben ihre eignen Abtritte zu bauen, der Hauseigentümer liefert nur ein Loch.	ch25_clean.en-ch25_clean.de
As soon as one has made a privy, it is made use of by the whole neighbourhood.	So oft einer einen Abtritt baut, wird letzterer von der ganzen Nachbarschaft benutzt.	ch25_clean.en-ch25_clean.de
One house, belonging to a family called Richardson, was of quite unapproachable beauty.	Ein Haus namens Richardson von unerreichbarer Schöne.	ch25_clean.en-ch25_clean.de
‘Its plaster walls bulged very like a lady’s dress in a curtsey.	Seine Mörtelwände bauschten aus wie ein Damenkleid beim Knix.	ch25_clean.en-ch25_clean.de
One gable end was convex, the other concave, and on this last, unfortunately, stood the chimney, a curved tube of clay and wood like an elephant’s trunk.	Ein Giebelende war konvex, das andre konkav, und auf dem letztren stand unglücklicherweise ein Schornstein, ein krummes Rohr von Lehm und Holz gleich einem Elefantenrüssel.	ch25_clean.en-ch25_clean.de
A long stick served as prop to prevent the chimney from falling.	Ein langer Stock diente als Stütze, um den Fall des Schornsteins zu verhindern.	ch25_clean.en-ch25_clean.de
The doorway and window were rhom-boidal.’	Tür und Fenster rautenförmig.	ch25_clean.en-ch25_clean.de
Of seventeen houses visited, only four had more than one bedroom, and those four overcrowded.	Von 17 besuchten Häusern nur 4 mit mehr als 1 Schlafzimmer und diese 4 überstopft.	ch25_clean.en-ch25_clean.de
The cots with one bedroom sheltered three adults and three children, a married couple with six children, etc. Dunton. High rents, from £ to £5, weekly wages of the men, 10s.	Die einschläfrigen Cots bargen 3 Erwachsne mit 3 Kindern, ein verheiratetes Paar mit 6 Kindern usw. Dunton: Hohe Hausrenten, von 4 bis 5 Pfd.St., Wochenlohn der Männer 10 sh.	ch25_clean.en-ch25_clean.de
They hope to pay the rent by the straw-plaiting of the family.	Sie hoffen, durch Strohflechten der Familie die Miete herauszuschlagen.	ch25_clean.en-ch25_clean.de
The higher the rent, the greater the number that must work together to pay.	Je höher die Hausmiete, desto größer die Zahl, die sich zusammentun muß, um sie zu zahlen.	ch25_clean.en-ch25_clean.de
Six adults, living with four children in one sleeping apartment, pay £ 10s. for it.	Sechs Erwachsne, die mit 4 Kindern in einer Schlafstube, zahlen dafür 3 Pfd.St. 10 sh.	ch25_clean.en-ch25_clean.de
The cheapest house in Dunton, 15 feet long externally, 10 broad, let for £3.	Das wohlfeilste Haus in Dunton, von der Außenseite 15 Fuß lang, 10 breit, vermietet für 3 Pfd.St.	ch25_clean.en-ch25_clean.de
Only one of the houses investigated had two bedrooms.	Nur eins von den 14 untersuchten Häusern hatte zwei Schlafstuben.	ch25_clean.en-ch25_clean.de
A little outside the village, a house whose ‘tenants dunged against the house-side’, the lower 9 inches of the door eaten away through sheer rottenness; the doorway, a single opening closed at night by a few bricks, ingeniously pushed up after shutting and covered with some matting.	Etwas vor dem Dorf ein Haus, von den Insassen bekotet vor seinen Außenwänden, die untern 9 Zoll der Tür verschwunden durch reinen Verfaulungsprozeß, einige Ziegelsteine von innen sinnreich des Abends beim Zuschließen vorgeschoben und mit etwas Matte verhangen.	ch25_clean.en-ch25_clean.de
Half a window, with glass and frame, had gone the way of all flesh.	Ein halbes Fenster, samt Glas und Rahmen, war ganz den Weg alles Fleisches gegangen.	ch25_clean.en-ch25_clean.de
Here, without furniture, huddled together were three adults and five children.	Hier, ohne Möbel, hudelten 3 Erwachsne und 5 Kinder zusammen.	ch25_clean.en-ch25_clean.de
Dunton is not worse than the rest of the Biggleswade Union.	Dunton ist nicht schlimmer als der Rest der Biggleswade Union.	ch25_clean.en-ch25_clean.de
(2) Berkshire Beenham.	2. Berkshire.	ch25_clean.en-ch25_clean.de
In June 1864 a man, his wife and four children lived in a cot (one-storied cottage).	Beenham: Juni 1864 lebte ein Mann, Frau, 4 Kinder in einem Cot (einstöckigen Cottage).	ch25_clean.en-ch25_clean.de
A daughter came home from service with scarlet fever.	Eine Tochter kam heim aus dem Dienst mit Scharlachfieber.	ch25_clean.en-ch25_clean.de
She died.	Sie starb.	ch25_clean.en-ch25_clean.de
One child sickened and died.	Ein Kind erkrankte und starb.	ch25_clean.en-ch25_clean.de
The mother and one child were down with typhus when Dr Hunter was called in.	Die Mutter und ein Kind litten am Typhus, als Dr. Hunter gerufen wurde.	ch25_clean.en-ch25_clean.de
The father and one child slept outside, but the difficulty of securing isolation was seen here, for in the crowded market of the miserable village lay the linen of the fever-stricken household, waiting for the wash.	Der Vater und ein Kind schliefen auswärts, aber die Schwierigkeit, Isolierung zu sichern, zeigte sich hier, denn im vollgepfropften Markt des elenden Dorfs lag das Leinen des fiebergeschlagnen Hauses, auf Wäsche wartend. - Die Miete von H.'s Haus 1 sh. wöchentlich; das eine Schlafzimmer für ein Paar und 6 Kinder.	ch25_clean.en-ch25_clean.de
The rent of H’s house, Is. a week; one bedroom without window, fire-place, door, or opening, except into the lobby; no garden.	Ein Haus vermietet zu 8 d. (wöchentlich), 14 Fuß 6 Zoll lang, 7 Fuß breit, Küche 6 Fuß hoch; das Schlafzimmer ohne Fenster, Feuerplatz, Tür noch Öffnung, außer nach dem Gang zu, kein Garten.	ch25_clean.en-ch25_clean.de
A man lived here for a little while, with two grown-up daughters and one grown-up son; father and son slept on the bed, the girls in the passage.	Ein Mann lebte hier vor kurzem mit zwei erwachsnen Töchtern und einem aufwachsenden Sohn; Vater und Sohn schliefen auf dem Bett, die Mädchen auf dem Hausgang.	ch25_clean.en-ch25_clean.de
Each of the latter had a child while the family was living here, but one went to the workhouse for her confinement and then came home.	Jede hatte ein Kind, solange die Familie hier lebte, aber eine ging zum Workhouse für ihre Entbindung und kehrte dann heim.	ch25_clean.en-ch25_clean.de
(3) Buckinghamshire Thirty cottages – on 1, acres of land – contained here about 130– persons.	3. Buckinghamshire. 30 Cottages - auf 1.000 Acres Land - enthalten hier ungefähr 130-140 Personen.	ch25_clean.en-ch25_clean.de
The parish of Bradenham comprises 1, acres; it numbered, in 1851, thirty-six houses and a population of 84 males and 54 females.	Die Pfarrei von Bradenham umfaßt 1.000 Acres; sie hatte 1851 36 Häuser und eine Bevölkerung von 84 Manns- und 54 Weibspersonen.	ch25_clean.en-ch25_clean.de
This inequality of the sexes was partly remedied in 1861, when they numbered 98 males and 87 females; an increase in ten years of 14 men and 33 women.	Diese geschlechtliche Ungleichheit geheilt 1861, wo sie 98 männlichen und 87 weiblichen Geschlechts zählte, Zuwachs in 10 Jahren von 14 Männern und 33 Weibern.	ch25_clean.en-ch25_clean.de
Meanwhile, the number of houses had declined by 1.	Unterdes hatte die Häuserzahl um l abgenommen.	ch25_clean.en-ch25_clean.de
Winslow. Great part of this newly built in good style; demand for houses appears very marked, since very miserable cots let at 1s. to 1s.	Winslow: Großer Teil davon neu gebaut in gutem Stil; Nachfrage nach Häusern scheint bedeutend, weil sehr armselige Cots vermietet zu 1 sh. und 1 sh.	ch25_clean.en-ch25_clean.de
3d. per week.	3 d. per Woche.	ch25_clean.en-ch25_clean.de
Water Eaton. Here the landlords, in view of the increasing population, have destroyed about 20 per cent of the existing houses.	Water Eaton: Hier haben die Eigentümer im Angesicht wachsender Bevölkerung ungefähr 20% der existierenden Häuser zerstört.	ch25_clean.en-ch25_clean.de
A poor labourer, who had to go about 4 miles to his work, answered the question whether he could not find a cot nearer: ‘No; they know better than to take a man in with my large family.’ Tinker’s End, near Winslow.	Ein armer Arbeiter, der ungefähr 4 Meilen zu seinem Werk zu gehn hatte, antwortete auf die Frage, ob er kein Cot näher finden könnte: "Nein, sie werden sich verdammt hüten, einen Mann mit meiner großen Familie aufzunehmen."	ch25_clean.en-ch25_clean.de
